lat,lon
40.7506337,-73.9912706
40.7786429,-73.9823001
40.7091541,-74.0101127
40.7711333,-73.9818908
40.7455714,-73.9948273
40.7850809,-73.97836869999999
40.7557879,-73.9796295
40.7630991,-73.9827475
40.76635479999999,-73.9825383
40.730725,-73.9920972
40.7486128,-73.98463079999999
40.8435263,-73.93936819999999
40.7581797,-73.9728059
40.79516479999999,-73.9711205
40.7172945,-73.9958235
40.7194019,-74.0016012
40.7262368,-73.98917019999999
40.7615005,-73.9670332
40.7510661,-73.9740162
40.7792558,-73.9555384
40.7249249,-73.9974111
40.745734,-73.990511
40.7533488,-73.9766668
40.7538778,-73.9728313
40.7415505,-73.9851675
40.7650744,-73.96371479999999
40.7139102,-74.007014
40.7672454,-73.9562002
40.7544525,-73.9884721
40.7338706,-74.0030457
40.7496096,-73.98838090000001
40.7152764,-73.9969192
40.7889615,-73.9756602
40.7600314,-73.9782049
40.73513800000001,-73.9919317
40.7379187,-73.988252
40.8019444,-73.9675
40.715092,-74.011511
40.7412996,-74.00165009999999
40.8652208,-73.92735549999999
40.809465,-73.9489323
40.7583639,-73.9828411
40.7636433,-73.97269709999999
40.7628822,-73.9859398
40.7521779,-73.9752999
40.70493949999999,-74.0074623
40.7414042,-73.9935397
40.8042951,-73.9367096
40.8293586,-73.87419
40.82312,-73.941971
40.7349305,-73.87400079999999
40.8170384,-73.9202839
40.7124237,-73.7855715
40.7592734,-73.9185909
40.7554091,-73.8279563
40.70608319999999,-74.0135505
40.7484692,-73.8838969
40.6673543,-73.8507709
40.77261300000001,-73.96084859999999
40.8026999,-73.9496212
